3.384934037488094433e-02,1.725334710718620657e-02,1.436537257235366745e-02,3.382304622130128530e-02,1.905887898632278518e-02,7.647216332750808761e-03,1.014516092281840705e-02,1.533387389587110607e-02,2.198191239259487256e-02,6.503420652035643568e-03,7.182686286176833725e-03,1.550478589413888629e-02,4.038343753942618547e-02,2.402847401287832446e-02,2.114926419590567111e-02,3.382742858023122384e-02,1.694219962316024369e-02,8.335246684751882948e-03,8.751570783096483674e-03,2.221417741588185835e-02,1.149492747324089813e-02,3.260475043877707983e-03,5.096683435523890679e-03,7.134480337947458548e-03,9.338806879708866360e-03,4.386741288873099477e-03,5.162418819473038253e-03,1.011010205137886052e-02,1.839714278790137089e-02,9.869072310231987236e-03,8.904953345644492368e-03,1.393590139721923721e-02,1.852861355579966604e-02,9.124071292141650372e-03,9.658719081594716732e-03,2.307311976615071883e-02,7.572716230941774554e-03,3.930975960159011073e-03,4.185152778095713871e-03,6.468361780596098773e-03,1.184989854656629503e-02,3.856475858349977300e-03,2.988768790221232787e-03,7.853187202458136382e-03,1.786687735737824828e-02,9.145983086791365652e-03,8.278276018662622873e-03,1.680634649633200306e-02,2.996657036295130236e-02,1.747246505368336630e-02,1.839714278790137089e-02,4.027826092510754935e-02,1.811667181638500906e-02,1.214789895380243012e-02,9.571071902995853878e-03,2.217035382658242779e-02,1.721390587681671802e-02,7.410568950533877493e-03,1.121445650172453803e-02,1.862940781118835668e-02,2.946698144493778079e-02,1.896246708986403656e-02,1.613584558005070127e-02,3.393698755347980545e-02,1.402451062654177551e-02,2.406213969710034595e-02,9.910003042147319183e-03,-1.564779925081795711e-02
3.375037281972888270e-02,1.737837061803259794e-02,1.430698649025295699e-02,3.398127120096622322e-02,1.902079872607929587e-02,7.589150568215788893e-03,1.010289332244111021e-02,1.559217559336642349e-02,2.196148565693214344e-02,6.526146699877870966e-03,7.240624709744340748e-03,1.528285889397301180e-02,4.050741790084409072e-02,2.403957108806815263e-02,2.113809331629334584e-02,3.409889867820033171e-02,1.696885273432864258e-02,8.286202285158684316e-03,8.743642474402461146e-03,2.217060117201500799e-02,1.144036130432529372e-02,3.184655031782859975e-03,5.132043265992078385e-03,7.127353805741119125e-03,9.336136433803925161e-03,4.247658900120777903e-03,5.027485508450642640e-03,1.019002478705897247e-02,1.841959162021604771e-02,9.741297744276981516e-03,8.909192257176399773e-03,1.404123552316847642e-02,1.847187049898676645e-02,9.192369517184452096e-03,9.628026840273761627e-03,2.303755924496273672e-02,7.606576861139361517e-03,3.951411920420045895e-03,4.177953728426487406e-03,6.338814050949467642e-03,1.168432940525530699e-02,3.751009551798963320e-03,2.931973784391059528e-03,7.867971254992948277e-03,1.780967136789101193e-02,9.118307772259269528e-03,8.268775992235114294e-03,1.682508581770917125e-02,3.022590507593636219e-02,1.744807578972688497e-02,1.833246015559818545e-02,4.059454936546195297e-02,1.810156177436085187e-02,1.215919588742265731e-02,9.388415312574640431e-03,2.205297369478089603e-02,1.734787460541634477e-02,7.549941409137750706e-03,1.103519999385223389e-02,1.868098601406963100e-02,2.986430949777223176e-02,1.880297006453464023e-02,1.629794045677110739e-02,3.389849630957925131e-02,1.401425191075637670e-02,2.399666418392731523e-02,9.966273373998938909e-03,-1.590320361558916415e-02
3.352753209261771089e-02,1.768702617474443226e-02,1.431932494435561067e-02,3.372097707190897103e-02,1.904553750658535480e-02,7.557543622765518741e-03,1.016025788959343604e-02,1.579214467305046360e-02,2.177574960067342122e-02,6.418856131028305954e-03,7.166257187380916868e-03,1.551516663451978952e-02,4.053551611512395958e-02,2.414984707379348033e-02,2.112946751076852023e-02,3.388804319038779544e-02,1.689126387356900891e-02,8.348909447138872647e-03,8.766574743335918060e-03,2.214065717524557955e-02,1.144402911579909567e-02,3.279771694347339943e-03,5.139481381624719236e-03,7.056345267329061990e-03,9.500786369282306770e-03,4.295357835626475648e-03,4.976811739947973809e-03,1.015146493598928674e-02,1.863666516399245868e-02,9.654663057354904640e-03,8.920451431408514195e-03,1.402036452181456769e-02,1.845201313830534262e-02,9.100706980293556472e-03,9.399667402834601185e-03,2.312107150210812243e-02,7.487199993932332209e-03,3.930450261054319050e-03,4.172256485168398567e-03,6.396873747017934458e-03,1.172980010793391731e-02,3.864503109023205863e-03,3.007190132618740505e-03,7.803746323681673772e-03,1.800357250449377555e-02,9.144671748314299464e-03,8.419253075972058312e-03,1.687367796636071032e-02,3.038405117913467110e-02,1.741884108981790746e-02,1.839046246307630278e-02,4.072016814081107910e-02,1.817063862297259649e-02,1.215186188093303823e-02,9.452425124459491734e-03,2.198678048717298342e-02,1.706712294565197394e-02,7.408063411494997252e-03,1.125498061330990583e-02,1.897079740095009362e-02,2.973776908922976664e-02,1.881252423607542371e-02,1.623179235325788311e-02,3.376933831673179648e-02,1.393129161728553535e-02,2.391030468668873393e-02,9.667601813675612624e-03,-1.595631512494658996e-02
3.359395386647425624e-02,1.729107025392981334e-02,1.423867151720610916e-02,3.407267539496761088e-02,1.914886113973431406e-02,7.457515186988270851e-03,1.017173449532675876e-02,1.538496802121314122e-02,2.199923060755256191e-02,6.574735120684006145e-03,7.176430986771988041e-03,1.547719877440910906e-02,4.094606247838142310e-02,2.353201788685698251e-02,2.124381681947130202e-02,3.404632375119733684e-02,1.704951351936894594e-02,8.252456440724947884e-03,8.757529612988581777e-03,2.211781300451880899e-02,1.144100533692841287e-02,3.302739352541331046e-03,5.024380078866067488e-03,7.202782630542264690e-03,8.999086347549450915e-03,4.369980925237532295e-03,5.094651128920137974e-03,1.002680045459023762e-02,1.811675509206514545e-02,9.455848172900911675e-03,8.902463653725102913e-03,1.396637119824658581e-02,1.837587958913953351e-02,9.104492922630557511e-03,9.477807876042809027e-03,2.315431099281635430e-02,7.677112218407241770e-03,4.084504784392869320e-03,4.062545081250971968e-03,6.328786445494757711e-03,1.183188805285418158e-02,3.715581771608997101e-03,3.078750380493979963e-03,7.808870437258625015e-03,1.806405180452459389e-02,8.977126644407553563e-03,8.199753153184394586e-03,1.699241829120001074e-02,3.018141599822343757e-02,1.751505922597716355e-02,1.875358648318016172e-02,4.042342154360427375e-02,1.791033388253131242e-02,1.212614807495560575e-02,9.231859200853559724e-03,2.152490101968758396e-02,1.728228637267305648e-02,7.492650712015306962e-03,1.108525814602967854e-02,1.892048022705858368e-02,2.974661387601387763e-02,1.882824947386261411e-02,1.643464183139582702e-02,3.460410021100152750e-02,1.411827697560218316e-02,2.432127143989553167e-02,9.743978852037041977e-03,-1.561385724318518561e-02
3.368198453338570181e-02,1.713728300003520763e-02,1.431278885591027138e-02,3.389825514166479314e-02,1.894530528524841079e-02,7.608399999258436477e-03,9.978725865997278149e-03,1.548497555278294593e-02,2.183468061185707063e-02,6.440538714551343434e-03,7.210462080024908522e-03,1.551092802577643676e-02,4.065022353213802730e-02,2.399738669464798399e-02,2.118586878701979662e-02,3.386365184434014103e-02,1.688640909443145724e-02,8.274513472758038279e-03,8.758959635303204330e-03,2.208555451746081755e-02,1.127634951567182790e-02,3.421401022975226452e-03,5.264026605513085627e-03,7.141255485375599087e-03,9.416422284471641369e-03,4.450849118383701924e-03,5.147240477042376063e-03,9.970075041666115120e-03,1.836570005506044448e-02,9.727851960393532962e-03,8.815189993455768355e-03,1.404461330164419840e-02,1.836570005506044448e-02,9.143921318039986007e-03,9.494279703452113833e-03,2.304579601821998489e-02,7.651654120914255092e-03,3.988030016666446048e-03,4.148070266792973360e-03,6.371332119902033131e-03,1.170889073223001058e-02,3.905847185520391202e-03,3.027788515907280011e-03,7.893877202186837250e-03,1.785530141952179281e-02,9.213127912689295443e-03,8.386974189063164595e-03,1.689938533092820439e-02,3.010054326028394761e-02,1.746168891245384464e-02,1.843058123754417327e-02,4.066752518080034989e-02,1.813212779811902708e-02,1.208520159063563096e-02,9.593764183260496473e-03,2.195579215249336344e-02,1.708970346621380490e-02,7.361851505820272805e-03,1.115091256286995618e-02,1.897990858257306290e-02,2.978911358436205428e-02,1.882851915677770036e-02,1.619434314793836635e-02,3.413182739860621401e-02,1.395752807818659291e-02,2.419731473536161290e-02,9.735495225198639510e-03,-1.573158797284015739e-02
3.440955605644258064e-02,1.729845195577966316e-02,1.425627964174105283e-02,3.360663667737080751e-02,1.873032484845765788e-02,7.766014660910880614e-03,1.046917657045251873e-02,1.533576014027088208e-02,2.229885542210998869e-02,6.481343654396042216e-03,7.186128442692376640e-03,1.534468146670501382e-02,4.020841823862761344e-02,2.342294255281047316e-02,2.095173513055623507e-02,3.387873713361179429e-02,1.662935247321984875e-02,8.122867718276114563e-03,8.832113169789513121e-03,2.195092369117888562e-02,1.136576987708266644e-02,3.305351443845469268e-03,5.339413870827296876e-03,7.110297168002264676e-03,9.795616424675641920e-03,4.518651838887261137e-03,5.227897290400661430e-03,1.016585147169207087e-02,1.811029266128556803e-02,9.991885606226519334e-03,8.680450620409289192e-03,1.390388724759288389e-02,1.857420163586037329e-02,9.327246786883774260e-03,9.898211678668146496e-03,2.296349424145273377e-02,7.574206142577067334e-03,4.041360874661261739e-03,4.246551382646270890e-03,6.195861208503855230e-03,1.164233099654072255e-02,3.836170366676253454e-03,3.019868997953283150e-03,8.002429811415346511e-03,1.765530501314489450e-02,9.331707450100840129e-03,8.212080982617421532e-03,1.688807093980964485e-02,2.995781416581129800e-02,1.755270975915238993e-02,1.832440449570470892e-02,3.993631778238662666e-02,1.786495618434696953e-02,1.200810538034008564e-02,9.652875201729549728e-03,2.204459761873725845e-02,1.702635149953867291e-02,7.221813748428899254e-03,1.106690544153928445e-02,1.857420163586037329e-02,2.979723028999694406e-02,1.882399877601603419e-02,1.604500559178428237e-02,3.464151054372997807e-02,1.430732948441996999e-02,2.447970669362202131e-02,9.944010695660272098e-03,-1.537460866464498976e-02
3.376034561850330129e-02,1.712993046816405074e-02,1.437829005359471217e-02,3.393689844635516817e-02,1.893852041201244188e-02,7.617608596828105705e-03,1.006781735408937735e-02,1.533425902391457631e-02,2.198728631735687167e-02,6.459249799458540407e-03,7.148236444734118976e-03,1.543760702070591170e-02,4.047365924340721316e-02,2.389061192493065547e-02,2.111313451116348522e-02,3.379479495076707918e-02,1.680696797819112437e-02,8.302289075570712037e-03,8.750130394999834985e-03,2.191838765282931589e-02,1.134244264784919735e-02,3.289911231190883242e-03,5.214767671429528656e-03,7.204216609662758911e-03,9.546771203599722921e-03,4.362146697901000784e-03,5.150175173434942515e-03,1.005059268795748841e-02,1.814618576994552618e-02,9.882652193171567734e-03,8.857784558324146088e-03,1.402518439789097841e-02,1.846484209338548205e-02,9.081705218038709296e-03,9.637200700792143346e-03,2.315856361432535454e-02,7.540097599234603723e-03,3.996122542598350320e-03,4.194206203115079246e-03,6.355901802667203275e-03,1.171707913621779229e-02,3.922917711537820575e-03,3.035847405745513948e-03,7.858753922674557857e-03,1.775001844891207006e-02,9.124766883368431655e-03,8.435780238092853087e-03,1.700935780524082119e-02,3.017330889653732987e-02,1.744428062507103264e-02,1.826675843286875225e-02,4.025835091675859789e-02,1.795671444249474086e-02,1.214769578951502803e-02,9.632894534259171110e-03,2.201742948308767905e-02,1.708686880283432838e-02,7.342013938717874798e-03,1.120033915226111010e-02,1.897296974427621977e-02,2.977283540897089978e-02,1.886100941441893816e-02,1.619549233050904605e-02,3.450531242870752413e-02,1.416599598159438630e-02,2.420752199337440624e-02,9.792805324867259742e-03,-1.560261509700550109e-02
3.431597429230479057e-02,1.718587933483564992e-02,1.447819147958439093e-02,3.392548365073923960e-02,1.886799286773341994e-02,7.681079652772987085e-03,1.009697230333789914e-02,1.535357709364343522e-02,2.230087762874928201e-02,6.466696668563627279e-03,7.123235879107910062e-03,1.536645041149724451e-02,4.025057382291096636e-02,2.372981591052213471e-02,2.111653238619881287e-02,3.371951056507829086e-02,1.702281730868739767e-02,8.389112134732508788e-03,8.556465266832033109e-03,2.201766463596547402e-02,1.142292404228027573e-02,3.239784993208718288e-03,5.076378340352203332e-03,7.118944773156640586e-03,9.320282126158060607e-03,4.368345858392682496e-03,5.114998293913632088e-03,9.955365806945993407e-03,1.815137817387136102e-02,1.009268119738663053e-02,8.878298213177268985e-03,1.410486526182391613e-02,1.866631088802374328e-02,9.110017934545839788e-03,9.933910277189646892e-03,2.282868366075547009e-02,7.505144308770924678e-03,3.917779733509350187e-03,4.205283832244428519e-03,6.402330079294579930e-03,1.174904809457678195e-02,3.801919872825065220e-03,2.896496517107131994e-03,7.801230619408542830e-03,1.766648320137786943e-02,9.114309040497108397e-03,8.346201075219810556e-03,1.675247763375739898e-02,2.990042626844814297e-02,1.731461251337374635e-02,1.828869356431199467e-02,4.004460073725001068e-02,1.818999812743278890e-02,1.201938776950678064e-02,9.380357609475838479e-03,2.235237090016451919e-02,1.716871491103057201e-02,7.393575554037908754e-03,1.111396441378884742e-02,1.875642411300040488e-02,2.947989788522370133e-02,1.900530825817405706e-02,1.609164731726184586e-02,3.461206060294241132e-02,1.437492111847117615e-02,2.435248248267792015e-02,1.019714161358058375e-02,-1.554336290372173614e-02
3.238634251708347872e-02,0.000000000000000000e+00,1.342002261232242213e-02,4.803295138789762109e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.081777478274602147e-02,0.000000000000000000e+00,6.603119031070575976e-03,2.043054238996485153e-02,5.537826583846544581e-02,0.000000000000000000e+00,2.923604565497833416e-02,7.553451861687696112e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.746579438273402132e-02,0.000000000000000000e+00,9.293577426748078629e-03,2.985319728097332245e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.093124775455177854e-02,0.000000000000000000e+00,2.714660420226327076e-03,1.085057433938903422e-02,2.365344532571646632e-02,0.000000000000000000e+00,1.161293811267696124e-02,3.392317107593374736e-02,4.398717961748602190e-02,0.000000000000000000e+00,2.513783616471094995e-02,8.226268144144979755e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.486354655315762066e-02,0.000000000000000000e+00,1.517870306287023505e-02,3.790843778497329092e-02,7.235598605946487460e-02,0.000000000000000000e+00,3.710170363334584775e-02,1.146127209217100429e-01,3.281812833868394397e-02,5.550246642807624836e-02,2.268807161045000367e-02,-1.655565056673431734e-02
3.377649475422071085e-02,1.714390581982652706e-02,1.430419551395434655e-02,3.421174797074576224e-02,1.909620665511364487e-02,7.593689612577832898e-03,1.012069372405337286e-02,1.539866719434258152e-02,2.207114126126545270e-02,6.566830082329411580e-03,7.302112215099885312e-03,1.538176415680762854e-02,4.072786894047030620e-02,2.401921633716883747e-02,2.114569995622675100e-02,3.394552512957024065e-02,1.698755272262820679e-02,8.324745985964568384e-03,8.992415968595228459e-03,2.192746544221834890e-02,1.127432603581394327e-02,3.198899853489938286e-03,5.142749170009583946e-03,7.175339433587735356e-03,9.453023741422711054e-03,4.470853427995184759e-03,5.227264357684351451e-03,9.922083033017668405e-03,1.828063509405214448e-02,9.723472341981965680e-03,8.954384134141584253e-03,1.374639527530088431e-02,1.860601856659999803e-02,9.038899321816350890e-03,9.575570763551123632e-03,2.331351452008453146e-02,7.593689612577832898e-03,3.951085023795366732e-03,4.310274571413127108e-03,6.478089135270904964e-03,1.187438386830479142e-02,3.963762301946581468e-03,3.084804350129002632e-03,7.838783656834658053e-03,1.776931820861980121e-02,9.030447803048874400e-03,8.409261173639336756e-03,1.687345721926726896e-02,3.006627801529843103e-02,1.770170605847998929e-02,1.844543971001793778e-02,4.038558243038749968e-02,1.826795781590092801e-02,1.204764000303806468e-02,9.499507094643833485e-03,2.165701684165909427e-02,1.713545430105904710e-02,7.331692530786053895e-03,1.114755325430179418e-02,1.893985355791532807e-02,2.982118397104160587e-02,1.869898527304224289e-02,1.604520838005455211e-02,3.373423716038332493e-02,1.395125113421844844e-02,2.395520323955461703e-02,9.714525569180567158e-03,-1.586500177954027965e-02
