3.498093348912620359e-02,1.783013142758801961e-02,1.484561107940907468e-02,3.495376031448420989e-02,1.969602275300489855e-02,7.902864958379754792e-03,1.048431654936912878e-02,1.584648967872250014e-02,2.271677400070650291e-02,6.720831861453040006e-03,7.422805539704537339e-03,1.602311531389545574e-02,4.173346738766156583e-02,2.483175276034165629e-02,2.185629013704337709e-02,3.495828917692454102e-02,1.750858219432442978e-02,8.613896361511915248e-03,9.044138293343478158e-03,2.295680371004411163e-02,1.187920618099145773e-02,3.369473655607184426e-03,5.267067018106391663e-03,7.372988052860882796e-03,9.651005860347998400e-03,4.533391302772569499e-03,5.334999954711375919e-03,1.044808564984647109e-02,1.901216452451473179e-02,1.019899821562819837e-02,9.202648478755105776e-03,1.440178256025651492e-02,1.914803039772470031e-02,9.429091600771717652e-03,9.981612818492250488e-03,2.384446074834923116e-02,7.825874296894106547e-03,4.062389608978016903e-03,4.325063630517286470e-03,6.684600961930382314e-03,1.224604403865836924e-02,3.985398947492368657e-03,3.088684184306586013e-03,8.115721493075369816e-03,1.846417216923453009e-02,9.451735912973378492e-03,8.555021149787596715e-03,1.736818745867413014e-02,3.096836136699183950e-02,1.805657454960463149e-02,1.901216452451473179e-02,4.162477468909359102e-02,1.872231732833347026e-02,1.255400668460096222e-02,9.891035569685607126e-03,2.291151508564078995e-02,1.778937166562502906e-02,7.658306386601813204e-03,1.158935898481019619e-02,1.925219423385234052e-02,3.045207104879396262e-02,1.959638777931758946e-02,1.667527150530329766e-02,3.507151073793284696e-02
3.486875270056171566e-02,1.795423448077200154e-02,1.478107446348840559e-02,3.510730231888233022e-02,1.965108742618464771e-02,7.840630851217052916e-03,1.043767103557539933e-02,1.610885064093331431e-02,2.268921935762638689e-02,6.742402419703297928e-03,7.480555955638772819e-03,1.578928417110759055e-02,4.184970473858562467e-02,2.483616592251188318e-02,2.183854241682270034e-02,3.522882759613999576e-02,1.753114647846752000e-02,8.560780642373613109e-03,9.033378942820106602e-03,2.290526429497335287e-02,1.181945844735705041e-02,3.290184358346536289e-03,5.302102837390177542e-03,7.363531614575831614e-03,9.645506265303183807e-03,4.388412789860291277e-03,5.194080368716692819e-03,1.052768975946996935e-02,1.902995823131211142e-02,1.006409333141293320e-02,9.204414518219789301e-03,1.450651735560996684e-02,1.908396946564885552e-02,9.496975370877142747e-03,9.947068990349992867e-03,2.380095059772432617e-02,7.858634595995967614e-03,4.082349128618752675e-03,4.316397810744635084e-03,6.548862163329972723e-03,1.207151087426184578e-02,3.875306063661241446e-03,3.029130059052282699e-03,8.128690767679677687e-03,1.839982716405012125e-02,9.420459455566758747e-03,8.542776897594700145e-03,1.738261558404147894e-02,3.122749531902635836e-02,1.802624945988765687e-02,1.893993950741754140e-02,4.193972346248019817e-02,1.870138988909693378e-02,1.256211291948725398e-02,9.699517499639924434e-03,2.278373901771568386e-02,1.792272792740890255e-02,7.800122425464496578e-03,1.140087138124729928e-02,1.930001440299582149e-02,3.085391761486389051e-02,1.942604061644822092e-02,1.683800230447933186e-02,3.502178453118248713e-02
3.461988941246969820e-02,1.826328548470568941e-02,1.478586150228347780e-02,3.481963700414929946e-02,1.966605834445564124e-02,7.803775229482744213e-03,1.049128828117197425e-02,1.630666702984410674e-02,2.248522321793370096e-02,6.627988269368706616e-03,7.399740328130816926e-03,1.602066479630285395e-02,4.185619989286265552e-02,2.493667093400157853e-02,2.181788467300411344e-02,3.499214628787259557e-02,1.744159652802368052e-02,8.620924468172037891e-03,9.052197677480274679e-03,2.286201981132932048e-02,1.181688593504571540e-02,3.386629622567846176e-03,5.306930333487684150e-03,7.286247378312859374e-03,9.810330582264228938e-03,4.435304478885771472e-03,5.138960767757106730e-03,1.048220884518653688e-02,1.924386457113284182e-02,9.969220712009370725e-03,9.211087807225414731e-03,1.447716067877863506e-02,1.905319641543867445e-02,9.397216244926865150e-03,9.705917068431709621e-03,2.387437692370550021e-02,7.731139741599252213e-03,4.058507885490153684e-03,4.308192375089659604e-03,6.605289679405114932e-03,1.211196760457240382e-02,3.990412115599378633e-03,3.105167107019312072e-03,8.057999437074969684e-03,1.859014518018140688e-02,9.442613424854048518e-03,8.693559956055529891e-03,1.742343765605280578e-02,3.137399104767611691e-02,1.798636268714987399e-02,1.898964036354061635e-02,4.204686804855682636e-02,1.876265446390470298e-02,1.254778053187335929e-02,9.760393684344328621e-03,2.270312968158418043e-02,1.762318524773241052e-02,7.649424817730322845e-03,1.162167806135882761e-02,1.958888313857943056e-02,3.070665250274652938e-02,1.942545329084157182e-02,1.676063882911593694e-02,3.486957390206920498e-02
3.472493349192369572e-02,1.787319429437881843e-02,1.471803299526952720e-02,3.521977173883435869e-02,1.979352987642663333e-02,7.708581130773490935e-03,1.051417779674405570e-02,1.590292090759690136e-02,2.273986035573876199e-02,6.796081244268501950e-03,7.418033903229614458e-03,1.599825671663473656e-02,4.232455941236823449e-02,2.432425070593896566e-02,2.195901468171459342e-02,3.519253293625212303e-02,1.762350527070830064e-02,8.530285008671019062e-03,9.052362058163922892e-03,2.286243496735883632e-02,1.182618012112187506e-02,3.413929923640556842e-03,5.193531692346804382e-03,7.445272705811852715e-03,9.302051081834442417e-03,4.517101428221215360e-03,5.266168499232773935e-03,1.036436438254174398e-02,1.872667677528895916e-02,9.774190326593242342e-03,9.202175472366234607e-03,1.443656536858639768e-02,1.899452500068097086e-02,9.411006292163397180e-03,9.796889328745108858e-03,2.393382786892688310e-02,7.935571152292144811e-03,4.222014400246965407e-03,4.199315398095099759e-03,6.541852420167609816e-03,1.223022235942507890e-02,3.840671164095626339e-03,3.182400101691529488e-03,8.071765165203336964e-03,1.867219917012448091e-02,9.279352079682577636e-03,8.475807403506542548e-03,1.756448786511344978e-02,3.119750855752381064e-02,1.810472411632784578e-02,1.938494783769305341e-02,4.178432316115383849e-02,1.851330615506142224e-02,1.253438898826007668e-02,9.542660504644214989e-03,2.224956190925846816e-02,1.786411469351807321e-02,7.744899534216476145e-03,1.145845628626165555e-02,1.955746025404723337e-02,3.074806831491687723e-02,1.946212444500939817e-02,1.698793321045606944e-02,3.576908759090950685e-02
3.480114588593876540e-02,1.770670861693712447e-02,1.478836416290887044e-02,3.502460258226558487e-02,1.957480659822933081e-02,7.861206576777485938e-03,1.031029196851942012e-02,1.599949945700022622e-02,2.256018806115562755e-02,6.654540416612664960e-03,7.450046255536139223e-03,1.602631426055944538e-02,4.200092064158886945e-02,2.479475502442381532e-02,2.188981797217517261e-02,3.498884951085329265e-02,1.744749884919801278e-02,8.549453201464088728e-03,9.049996201236162538e-03,2.281939782889473925e-02,1.165103214648033347e-02,3.535084935890273668e-03,5.438935988594770059e-03,7.378540112711557374e-03,9.729304558069692271e-03,4.598738810405931382e-03,5.318269372578288134e-03,1.030135370066634706e-02,1.897594265207345338e-02,1.005108220078031016e-02,9.108094942281135670e-03,1.451127785946361437e-02,1.897594265207345338e-02,9.447749120697899669e-03,9.809748968747346309e-03,2.381154556058581381e-02,7.905897916042849485e-03,4.120541480266539346e-03,4.285899435548384817e-03,6.583034273788082244e-03,1.209794553913397068e-02,4.035627935662347912e-03,3.128393748575463481e-03,8.156169415928886390e-03,1.844858484874216387e-02,9.519255263522482385e-03,8.665650683554033257e-03,1.746090625097762236e-02,3.110070299476664496e-02,1.804189366142735368e-02,1.904297966097150130e-02,4.201879717729500863e-02,1.873460942004049126e-02,1.248676019074263649e-02,9.912539049057682988e-03,2.268532381109864687e-02,1.765754814374522266e-02,7.606465942964912505e-03,1.152142726261077936e-02,1.961055966964161956e-02,3.077892535205602534e-02,1.945413998221284801e-02,1.673243742095219255e-02,3.526593581429855045e-02
3.559694329592439505e-02,1.789537802717070317e-02,1.474822799763732956e-02,3.476631718842292107e-02,1.937666125221500224e-02,8.034000295333727434e-03,1.083044152392203217e-02,1.586495865327820429e-02,2.306833284111045601e-02,6.704998523331364563e-03,7.434103662138215850e-03,1.587418783225044358e-02,4.159590962787950569e-02,2.423120939161252374e-02,2.167472681630242329e-02,3.504780714707619871e-02,1.720318960425280472e-02,8.403167454223273158e-03,9.136887182516243225e-03,2.270839486119314785e-02,1.175797401063201353e-02,3.419410809214412390e-03,5.523663614884819981e-03,7.355655640874187925e-03,1.013363851151801581e-02,4.674579149438865683e-03,5.408298877731836617e-03,1.051664943886591874e-02,1.873523331364441991e-02,1.033668044890726466e-02,8.979991139988187376e-03,1.438367542823390348e-02,1.921515062020082848e-02,9.649106615475487592e-03,1.023977406969875902e-02,2.375590667454223134e-02,7.835572947430596499e-03,4.180818074424099036e-03,4.393089190785588044e-03,6.409664796219727984e-03,1.204407855877141255e-02,3.968546958062610895e-03,3.124077082102776244e-03,8.278573538098051368e-03,1.826454518606024716e-02,9.653721204961607238e-03,8.495459243945659156e-03,1.747083579444772689e-02,3.099158298877731713e-02,1.815840962787950222e-02,1.895673360897814561e-02,4.131441966922622805e-02,1.848143089190785668e-02,1.242247489663319583e-02,9.985971647962197523e-03,2.280530124040165349e-02,1.761388806851742553e-02,7.471020378027170422e-03,1.144879651506201974e-02,1.921515062020082848e-02,3.082545776727702372e-02,1.947356763142350788e-02,1.659867838157117609e-02,3.583690194920259586e-02
3.489671196414184662e-02,1.770652043282605614e-02,1.486226036329969802e-02,3.507920752415840532e-02,1.957598714519079644e-02,7.874015748031495954e-03,1.040669803216372896e-02,1.585040705412106218e-02,2.272737388889136192e-02,6.676666829874077815e-03,7.388844625060646785e-03,1.595723372339904675e-02,4.183599435599097416e-02,2.469476504809425821e-02,2.182379831124840394e-02,3.493232085390117481e-02,1.737268709133235264e-02,8.581742431998148901e-03,9.044657998869417084e-03,2.265615610937270555e-02,1.172422695325888060e-02,3.400648972015863671e-03,5.390295687318339204e-03,7.446709070919555092e-03,9.868113574553886644e-03,4.508975665774960472e-03,5.323529019019597984e-03,1.038889358728406487e-02,1.875698268072624464e-02,1.021530024970733995e-02,9.155935779367319408e-03,1.449726924326658235e-02,1.908636491100003038e-02,9.387393562802954367e-03,9.961586910172124873e-03,2.393807614070852727e-02,7.793895746073007530e-03,4.130631212082095868e-03,4.335382328198234686e-03,6.569840160596092382e-03,1.211147362939157812e-02,4.054962321343523468e-03,3.138033410040816547e-03,8.123277976346795007e-03,1.834748044849396700e-02,9.431904675002114602e-03,8.719726879815545631e-03,1.758188931866840402e-02,3.118893631795177646e-02,1.803145155187992760e-02,1.888161379488389330e-02,4.161343879499516951e-02,1.856113378704993613e-02,1.255658475138318221e-02,9.957135798952208849e-03,2.275853166743077582e-02,1.766200932062689591e-02,7.589144629956868712e-03,1.157734028300165183e-02,1.961159603495012463e-02,3.077498297449958453e-02,1.949586714323230802e-02,1.674062929810427036e-02,3.566675420518732736e-02
3.550104101464523348e-02,1.777937592392824298e-02,1.497818086575128382e-02,3.509706518216646615e-02,1.951957950999063177e-02,7.946337803703259692e-03,1.044566081123674342e-02,1.588379701768171184e-02,2.307101539991387659e-02,6.690017357642912173e-03,7.369229471590732321e-03,1.589711490226892315e-02,4.164058580935004611e-02,2.454930058909442908e-02,2.184577001789035980e-02,3.488397902877107132e-02,1.761068271915688932e-02,8.678821455999928547e-03,8.851953955633687712e-03,2.277802193899521044e-02,1.181740292371959676e-02,3.351667621115062175e-03,5.251685822223997949e-03,7.364790176728328551e-03,9.642148441141609044e-03,4.519202169927329094e-03,5.291639475985634479e-03,1.029916408077740861e-02,1.877821726796915711e-02,1.044122151637433965e-02,9.184901070313991264e-03,1.459196221272213156e-02,1.931093265145764418e-02,9.424622992883810446e-03,1.027696760646538976e-02,2.361704866798957497e-02,7.764326714344693854e-03,4.053076209374902907e-03,4.350508965155974565e-03,6.623427934706851289e-03,1.215478933326230408e-02,3.933215248089993316e-03,2.996524032122737605e-03,8.070638059850573920e-03,1.827657694851749642e-02,9.429062287746214216e-03,8.634428507375889114e-03,1.733100714282543447e-02,3.093300660123145945e-02,1.791255476980036648e-02,1.892027470356608468e-02,4.142749965595465128e-02,1.881817092173079103e-02,1.243446490959376066e-02,9.704298569215265291e-03,2.312428693826272530e-02,1.776161874447862790e-02,7.648905047922188033e-03,1.149777369362650452e-02,1.940415784356812681e-02,3.049795570471586226e-02,1.966163694558756281e-02,1.664735573401520882e-02,3.580735236015111095e-02
3.576439774250880776e-02,0.000000000000000000e+00,1.481979714650975312e-02,5.304302507383171911e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.298917134750130126e-02,0.000000000000000000e+00,7.291856906773809890e-03,2.256154870666423132e-02,6.115449204220992085e-02,0.000000000000000000e+00,3.228550938319888625e-02,8.341314137828122199e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.928756286275540299e-02,0.000000000000000000e+00,1.026294338008971151e-02,3.296703296703296787e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.207143079862982651e-02,0.000000000000000000e+00,2.997812888368218704e-03,1.198234274845543651e-02,2.612061631113110627e-02,0.000000000000000000e+00,1.282422482260341980e-02,3.746152509833093613e-02,4.857525935758606750e-02,0.000000000000000000e+00,2.775983643433987957e-02,9.084308476282533518e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.745693706374695287e-02,0.000000000000000000e+00,1.676191664031145140e-02,4.186247477694579611e-02,7.990307220141026900e-02,0.000000000000000000e+00,4.097159427520189606e-02,1.265673928827556749e-01
3.488427916152036373e-02,1.770618297989342421e-02,1.477333729034735824e-02,3.533380759310257579e-02,1.972251439145633958e-02,7.842743607312911008e-03,1.045262712271253364e-02,1.590370489985990302e-02,2.279501939955221740e-02,6.782205657075272148e-03,7.541603201689877495e-03,1.588624748504117654e-02,4.206364100572166503e-02,2.480698645741045288e-02,2.183922593822693742e-02,3.505885330970762853e-02,1.754470189282020254e-02,8.597776798222834735e-03,9.287344683562534162e-03,2.264663137359304232e-02,1.164409568409062110e-02,3.303815754444003241e-03,5.311418458597558408e-03,7.410672590549428895e-03,9.763059237372834209e-03,4.617486219553177361e-03,5.398705532691191675e-03,1.024750249859249576e-02,1.888019412645278519e-02,1.004237787447245789e-02,9.248065500220399582e-03,1.419724260132938266e-02,1.921624936171327167e-02,9.335352574314031981e-03,9.889625494808601189e-03,2.407813938872862061e-02,7.842743607312911008e-03,4.080670713877335501e-03,4.451640778775274934e-03,6.690554229276957261e-03,1.226383391015541460e-02,4.093763774991380361e-03,3.185978204417598634e-03,8.095876122184446702e-03,1.835210732818630397e-02,9.326623866904668742e-03,8.685063872316468869e-03,1.742686434279379706e-02,3.105237660880988404e-02,1.828227766891139805e-02,1.905040392093536664e-02,4.171012835564245208e-02,1.886710106533873860e-02,1.244277241204736276e-02,9.811067128124332029e-03,2.236731273649341517e-02,1.769745427248405750e-02,7.572153677622648835e-03,1.151316507295017250e-02,1.956103330438312138e-02,3.079924409393835008e-02,1.931226514321626730e-02,1.657145101667619608e-02,3.484063562447355100e-02
