2.348774291292084898e-02,1.197193731850975870e-02,9.967998610636269463e-03,2.346949764395690058e-02,1.322477912070077130e-02,5.306332390347861215e-03,7.039632941922806773e-03,1.064003268414164330e-02,1.525304485385952508e-02,4.512663190416175106e-03,4.983999305318134732e-03,1.075862693240729577e-02,2.802169225046162448e-02,1.667313495488671748e-02,1.467527800333454265e-02,2.347253852211755865e-02,1.175603496910305502e-02,5.783750261571135240e-03,6.072633686833626455e-03,1.541421139637438875e-02,7.976223415405409023e-03,2.262413351529403253e-03,3.536541300845021021e-03,4.950549645550898596e-03,6.480111360361771877e-03,3.043919038818457528e-03,3.582154473254888557e-03,7.015305916637543972e-03,1.276560651844144308e-02,6.848057617801365030e-03,6.179064422456649261e-03,9.669992550891803179e-03,1.285683286326117815e-02,6.331108330489538735e-03,6.702095466089790822e-03,1.601022351586331785e-02,5.254637461616678412e-03,2.727667710110046745e-03,2.904038643428198587e-03,4.488336165130912304e-03,8.222534546418689902e-03,2.675972781378863942e-03,2.073878905568619577e-03,5.449253663898778223e-03,1.239766026100184992e-02,6.346312721292828203e-03,5.744218845482584705e-03,1.166176774612266188e-02,2.079352486257803750e-02,1.212398122654264991e-02,1.276560651844144308e-02,2.794871117460583781e-02,1.257099031615934587e-02,8.429314261343421114e-03,6.641277902876635553e-03,1.538380261476780982e-02,1.194456941506383783e-02,5.142124969672339473e-03,7.781607213123310947e-03,1.292677306095630675e-02,2.044686475226304562e-02,1.315787980116629903e-02,1.119651338754201926e-02,2.354856047613400338e-02,1.876451352443728460e-01,1.409107216134210805e-01
2.339783269096133017e-02,1.204775456360458914e-02,9.918482323107914722e-03,2.355790563953768027e-02,1.318638666951557799e-02,5.261265592830081245e-03,7.003946561293316990e-03,1.080945439537248087e-02,1.522505158062941420e-02,4.524325980516338309e-03,5.019646047809181964e-03,1.059501704916643305e-02,2.808223162005401424e-02,1.666570811781652520e-02,1.465422540551754131e-02,2.363945223598222858e-02,1.176385159820503117e-02,5.744504682871878938e-03,6.061630335711810057e-03,1.537002330764195360e-02,7.931161565311017556e-03,2.207798592628467099e-03,3.557847800432741622e-03,4.941119695677389720e-03,6.472383562247338920e-03,2.944738204942210034e-03,3.485361936926471491e-03,7.064351447548541593e-03,1.276959295435452398e-02,6.753266283334133889e-03,6.176399619596736716e-03,9.734247420029477904e-03,1.280583588610766099e-02,6.372715499926217761e-03,6.674739931202341645e-03,1.597105192588144096e-02,5.273346570081126339e-03,2.739361591674445168e-03,2.896414295938030091e-03,4.394455475067605282e-03,8.100295246825647139e-03,2.600430353287428321e-03,2.032624422488314968e-03,5.454561228846801016e-03,1.234675875056795089e-02,6.321371346609276978e-03,5.732423705620834711e-03,1.166418353588391001e-02,2.095445504193748851e-02,1.209607847260876952e-02,1.270918806809930024e-02,2.814263650630924318e-02,1.254911511952295534e-02,8.429501876916623351e-03,6.508626494000473335e-03,1.528847671119740008e-02,1.202661285341526110e-02,5.234083394015229783e-03,7.650278844224222587e-03,1.295080761312019865e-02,2.070377476397830541e-02,1.303537445387751431e-02,1.129873397403980198e-02,2.350052099759521521e-02,1.878639246368652982e-01,1.411102749310932658e-01
2.322282855871877355e-02,1.225090995170805518e-02,9.918273356379103331e-03,2.335681812816325573e-02,1.319188215530680934e-02,5.234728860796953806e-03,7.037497613322723534e-03,1.093842121464959870e-02,1.508296221496644232e-02,4.446017531566930255e-03,4.963704504420613992e-03,1.074657251294499835e-02,2.807690523359390386e-02,1.672737965814873051e-02,1.463531524432237427e-02,2.347253639268349207e-02,1.169972558649325090e-02,5.782868008524384359e-03,6.072163669824971743e-03,1.533571526641853457e-02,7.926701119636109585e-03,2.271732245581459080e-03,3.559859242740919232e-03,4.887574067236249119e-03,6.580714990216530828e-03,2.975177485164993540e-03,3.447186195708057919e-03,7.031407178347973477e-03,1.290867692898097115e-02,6.687297602274643385e-03,6.178746281883082565e-03,9.711198567237630877e-03,1.278077779451123816e-02,6.303600198865441824e-03,6.510674988006916013e-03,1.601479876610307357e-02,5.186005380998960287e-03,2.722424433712901295e-03,2.889911395518504882e-03,4.430791444130057280e-03,8.124640256315459122e-03,2.676746171402281937e-03,2.082928761364233328e-03,5.405261040089932856e-03,1.247016561079902601e-02,6.334052373739188641e-03,5.831591488322377878e-03,1.168754471654375252e-02,2.104549805524592865e-02,1.206515168497820402e-02,1.273814474968799210e-02,2.820480436806363858e-02,1.258588387531926235e-02,8.416981135103420233e-03,6.547217597855411152e-03,1.522913265436042461e-02,1.182153428598823469e-02,5.131191466226217579e-03,7.795756767679000269e-03,1.314011345802144036e-02,2.059785108460186059e-02,1.303048562847595494e-02,1.124294296338705992e-02,2.339031552052437887e-02,1.880227518982022783e-01,1.411828304178935067e-01
2.329776031030126454e-02,1.199153906937587555e-02,9.874668443717701111e-03,2.362975872497283247e-02,1.327993658686279534e-02,5.171865212039684738e-03,7.054204847517025860e-03,1.066963712472026801e-02,1.525669778981553551e-02,4.559647951957248278e-03,4.976930363058212903e-03,1.073360012204231315e-02,2.839652495397289658e-02,1.631970188816762521e-02,1.473281038317783044e-02,2.361148358288082255e-02,1.182401693353242467e-02,5.723165331815410761e-03,6.073438888578992952e-03,1.533893592922959577e-02,7.934457524948985985e-03,2.290484475532298617e-03,3.484460425543815451e-03,4.995205505150225427e-03,6.240961024422446435e-03,3.030627730258825779e-03,3.533194137789184060e-03,6.953691566010953944e-03,1.256416018825895139e-02,6.557730154017338275e-03,6.173952170085064868e-03,9.685825308766901273e-03,1.274386575216374627e-02,6.314061592790498265e-03,6.572959439094016101e-03,1.605775818484877354e-02,5.324158062806459528e-03,2.832647024262018379e-03,2.817417739185340553e-03,4.389079959098460097e-03,8.205538799313844348e-03,2.576795034973835673e-03,2.135145767750187829e-03,5.415533773266523881e-03,1.252760990407492461e-02,6.225731739345768609e-03,5.686615047631384846e-03,1.178442079233306232e-02,2.093112940938557723e-02,1.214687777715798590e-02,1.300580945548259794e-02,2.803406796914797300e-02,1.242100490853818157e-02,8.409611219341325480e-03,6.402391446235227053e-03,1.492774523215930141e-02,1.198544735534520615e-02,5.196232068162368392e-03,7.687743106706809541e-03,1.312155202206534942e-02,2.062958956486736495e-02,1.305758902474330255e-02,1.139759695138545421e-02,2.399830742382843066e-02,1.880951279932673581e-01,1.409817638107200566e-01
2.335317656036433806e-02,1.188201945963317241e-02,9.923675515377629319e-03,2.350312632638696872e-02,1.313559950358235591e-02,5.275232768676110101e-03,6.918682204284131061e-03,1.073640324722028097e-02,1.513892837764468750e-02,4.465504032153910959e-03,4.999325199194471457e-03,1.075439721914299603e-02,2.818455802161346641e-02,1.663842603787098196e-02,1.468907907957679899e-02,2.347913436382334865e-02,1.170807773104691994e-02,5.737078048025809514e-03,6.072965523916500075e-03,1.531287010623093824e-02,7.818380800419908946e-03,2.372205298478000622e-03,3.649777304990805063e-03,4.951341274067230444e-03,6.528812812625294469e-03,3.085966184745717739e-03,3.568804431338585149e-03,6.912684213643225176e-03,1.273373413064170755e-02,6.744740475697880329e-03,6.111952463082383560e-03,9.737737805509568551e-03,1.273373413064170755e-02,6.339876107436780324e-03,6.582794728393440500e-03,1.597864706737141260e-02,5.305222721880636060e-03,2.765073685457290591e-03,2.876036512314036030e-03,4.417520107026669078e-03,8.118280332465168531e-03,2.708092774368691183e-03,2.099296724316814921e-03,5.473166459825980906e-03,1.237985268282830280e-02,6.387860032564022204e-03,5.815051926357576485e-03,1.171707471700827834e-02,2.087000843502959113e-02,1.210694410866711666e-02,1.277871906044849779e-02,2.819655400289527297e-02,1.257178838333726859e-02,8.379192925344544629e-03,6.651771620763849945e-03,1.522290024661735949e-02,1.184903051110819221e-02,5.104290035410312745e-03,7.731409936126784448e-03,1.315959146614597598e-02,2.065408077195700701e-02,1.305462662993013556e-02,1.122823847977450634e-02,2.366507207369140942e-02,1.878956024843807526e-01,1.410582015971085235e-01
2.391824249716987746e-02,1.202423443142659927e-02,9.909606302949821102e-03,2.336012950138421918e-02,1.301953594057769087e-02,5.398192920349074303e-03,7.277173339494127750e-03,1.065995821950609795e-02,1.550003814406951223e-02,4.505212127092018959e-03,4.995111312281652789e-03,1.066615947501482753e-02,2.794905857784408393e-02,1.628139633816943696e-02,1.456364856225134986e-02,2.354926779440047122e-02,1.155914026827188114e-02,5.646243140698256439e-03,6.139242953642255057e-03,1.525818917922905880e-02,7.900399518121447445e-03,2.297565165984298465e-03,3.711451421974635949e-03,4.942400640457451401e-03,6.808978548585046565e-03,3.140935915171517209e-03,3.633935728115516260e-03,7.066330652197323065e-03,1.258854868272098887e-02,6.945406169777096350e-03,6.033821609993853148e-03,9.664656710355004621e-03,1.291101396917492504e-02,6.483412634376745608e-03,6.880292986935435812e-03,1.596203167946986037e-02,5.264865926911388438e-03,2.809168745454486242e-03,2.951797622155266469e-03,4.306771950812672556e-03,8.092638438892064273e-03,2.666539868753706882e-03,2.099124989704952930e-03,5.562526191330407176e-03,1.227228465177578054e-02,6.486513262131110395e-03,5.708255695785551323e-03,1.173897667802504055e-02,2.082381599831382990e-02,1.220097021342538869e-02,1.273737881493049694e-02,2.775992028482783536e-02,1.241801415623092555e-02,8.346889914749975117e-03,6.709758460445374231e-03,1.532330236207071934e-02,1.183509613841034723e-02,5.019916334316571090e-03,7.692657458579007547e-03,1.291101396917492504e-02,2.071219339915669755e-02,1.308464912341935141e-02,1.115295803245009744e-02,2.407947514039684295e-02,1.873140689739424269e-01,1.407674941441933725e-01
2.343372734228659632e-02,1.189022542954286908e-02,9.980257091313131726e-03,2.355627617150008596e-02,1.314560368002250582e-02,5.287533631186861101e-03,6.988272261003324222e-03,1.064381416656665601e-02,1.526181273083104112e-02,4.483493751712996390e-03,4.961733085229049801e-03,1.071555006659406263e-02,2.809357184823363732e-02,1.658294888966913710e-02,1.465504657643254896e-02,2.345763930896239968e-02,1.166605074195721861e-02,5.762783968868439091e-03,6.073639535653872421e-03,1.521398879747943612e-02,7.873015028008021818e-03,2.283592817539153216e-03,3.619673955549626305e-03,5.000590031077229401e-03,6.626603765031808743e-03,3.027852780323510382e-03,3.574839018032495864e-03,6.976316277665422540e-03,1.259562844647904752e-02,6.859745440120885475e-03,6.148364431515756200e-03,9.735159432886154179e-03,1.281681413823021996e-02,6.303792214908473732e-03,6.689372677555791707e-03,1.607481959780833122e-02,5.233731706166305266e-03,2.773788134393107008e-03,2.911281942778972450e-03,4.411757851685588899e-03,8.133057665607377335e-03,2.722975205207026593e-03,2.107242063305108607e-03,5.454917397917479448e-03,1.232064082970731576e-02,6.333682173253227070e-03,5.855442839737173659e-03,1.180653354617755731e-02,2.094389381216864646e-02,1.210842212545956698e-02,1.267932032984435582e-02,2.794412205650987149e-02,1.246411262976213075e-02,8.431957249054908982e-03,6.686383681721316287e-03,1.528273570167236993e-02,1.186033547119811488e-02,5.096237897780439390e-03,7.774378165470337276e-03,1.316951564669830918e-02,2.066591719956244189e-02,1.309180175500195172e-02,1.124161333346171930e-02,2.395082362165083106e-02,1.876327270453597984e-01,1.408505017939088999e-01
2.386066871387250779e-02,1.194972842304106546e-02,1.006701215963559312e-02,2.358915178840515978e-02,1.311933979428503254e-02,5.340827435017105052e-03,7.020651929941479873e-03,1.067568746507888480e-02,1.550630177641558298e-02,4.496439633838423232e-03,4.952946112920890258e-03,1.068463857251187275e-02,2.798712924048069733e-02,1.649987470147742594e-02,1.468279989258054578e-02,2.344593406947732481e-02,1.183634772888986393e-02,5.833138343831530820e-03,5.949502740460395865e-03,1.530937741288981337e-02,7.942615995539404478e-03,2.252695370635706459e-03,3.529720031075550633e-03,4.949962410443227608e-03,6.480601781484443026e-03,3.037409122261124864e-03,3.556573353374519256e-03,6.922189748178594199e-03,1.262106148051528320e-02,7.017668227463816355e-03,6.173280426285134535e-03,9.807430044078897444e-03,1.297910577783486542e-02,6.334400360078946274e-03,6.907271235790279212e-03,1.587329718116815488e-02,5.218495633432914706e-03,2.724120362106489772e-03,2.924028428109923337e-03,4.451684096673475671e-03,8.169377383841805798e-03,2.643560395209583903e-03,2.013999172422651501e-03,5.424371104391674872e-03,1.228390310053934127e-02,6.337384062556609791e-03,5.803301319054899980e-03,1.164837447279708400e-02,2.079043886435708727e-02,1.203923949737096231e-02,1.271653995980050363e-02,2.784391152155286583e-02,1.264791480281425053e-02,8.357350639934587461e-03,6.522373616171727069e-03,1.554210620614754172e-02,1.193779361313041312e-02,5.140919369013671920e-03,7.727789417147654626e-03,1.304176352986579149e-02,2.049803602154609550e-02,1.321481827357025643e-02,1.118888429123695259e-02,2.406654418483126709e-02,1.872468344761425429e-01,1.406413617029702579e-01
2.303375868329987641e-02,0.000000000000000000e+00,9.544565343048785205e-03,3.416191286595279125e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.480598188622626356e-02,0.000000000000000000e+00,4.696258931941948121e-03,1.453057513151250271e-02,3.938603474442944896e-02,0.000000000000000000e+00,2.079320998088896727e-02,5.372153009135303275e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.242199216573526728e-02,0.000000000000000000e+00,6.609762113130268103e-03,2.123213949621402530e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.774503179940549756e-03,0.000000000000000000e+00,1.930716103357929710e-03,7.717126772708516463e-03,1.682276260043224364e-02,0.000000000000000000e+00,8.259333821051232857e-03,2.412677924107011970e-02,3.128448604326630744e-02,0.000000000000000000e+00,1.787848849350166108e-02,5.850672245450463244e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.768340870891274563e-02,0.000000000000000000e+00,1.079537102070711636e-02,2.696117375833257876e-02,5.146089964641091530e-02,0.000000000000000000e+00,2.638740968601224063e-02,8.151466175455010510e-02,2.019637844211274180e-01,1.539946508603804720e-01
2.340705285661272630e-02,1.188069729003851487e-02,9.912782925013647467e-03,2.370868258815671953e-02,1.323363841599310871e-02,5.262413860044172671e-03,7.013623369396658307e-03,1.067124991986698190e-02,1.529526298887630247e-02,4.550801969120003149e-03,5.060351224349655432e-03,1.065953614388468959e-02,2.822434322932984921e-02,1.664527567083532583e-02,1.465393375384587728e-02,2.352419061643563555e-02,1.177234486220232398e-02,5.769034671278252743e-03,6.231728822578741847e-03,1.519569589302682995e-02,7.813088580188009766e-03,2.216832104648546950e-03,3.563916342611996805e-03,4.972497904482474362e-03,6.550929218096169203e-03,3.098293747315935057e-03,3.622485222523451429e-03,6.875986501604740113e-03,1.266844872484757488e-02,6.738349633812821919e-03,6.205372826618587613e-03,9.526228317598049722e-03,1.289393891250667501e-02,6.263941706530042237e-03,6.635854093967777194e-03,1.615622552357468336e-02,5.262413860044172671e-03,2.738095135860490678e-03,2.987012875484171531e-03,4.489304645212975446e-03,8.228927627559334823e-03,2.746880467847208612e-03,2.137764116768083381e-03,5.432263611787391255e-03,1.231410700138327492e-02,6.258084818538896081e-03,5.827603551189708235e-03,1.169327687432186041e-02,2.083587902849988460e-02,1.226725189745411261e-02,1.278265804067491018e-02,2.798713926568845850e-02,1.265966339286085651e-02,8.348993831377818017e-03,6.583142102047468726e-03,1.500827547731017550e-02,1.187484040204736697e-02,5.080850332318664377e-03,7.725235260320828697e-03,1.312528598815691956e-02,2.066602927675666515e-02,1.295836468040927406e-02,1.111930185118960822e-02,2.337776841665700420e-02,1.879678885814502209e-01,1.410406671569687242e-01
