1.279705829914054849e-01,6.725840589052638208e-02,6.595367866843102056e-02,1.538730896603636433e-01,7.248861111849308481e-02,3.478142958295780268e-02,3.737393951777066153e-02,6.586895612154171353e-02,7.782613157251956626e-02,2.855714647148987345e-02,3.421661260369573965e-02,6.714544249467398196e-02,1.367647833585157735e-01,7.991595439578920435e-02,7.020110235248173958e-02,1.269595605985263664e-01,-5.262930270580091358e-02,-4.494980363306935039e-02,-2.467759341851649777e-03,-6.677291570209854810e-02,-3.308217567370865669e-02,-5.388538558549638841e-02,-2.168035238079607692e-03,-3.502974106240346768e-04,-7.017227144535327913e-06,3.978211113232065811e-03,1.159081229780731075e-03,4.019972775678860681e-03
1.282270947331672351e-01,6.746251092753749456e-02,6.579364821343799963e-02,1.544962300476964423e-01,7.244662280432624668e-02,3.467525861517856828e-02,3.714764782125190568e-02,6.592288674011910488e-02,7.781283119478088484e-02,2.847180933448546433e-02,3.383801772494009902e-02,6.709727161300393927e-02,1.374985542559422624e-01,7.958283710367429487e-02,7.044061610758038661e-02,1.275134733032324275e-01,-5.269169412405361880e-02,-4.502180743710026967e-02,-2.777771855530811185e-03,-6.703257573547938275e-02,-3.320810251675684888e-02,-5.395656582602492701e-02,-2.342788899649323950e-03,-4.098148428905968818e-04,1.722913952827317930e-04,3.890947138383470116e-03,1.071714842919386720e-03,3.878857320545459845e-03
1.280051555795427842e-01,6.777877523909701940e-02,6.561284817356791144e-02,1.543818380634209286e-01,7.241113757558206854e-02,3.471720267600728743e-02,3.730270723590591725e-02,6.607211543091831563e-02,7.747441733871689162e-02,2.835550066678301992e-02,3.405381663761224142e-02,6.763135611945368664e-02,1.378822365956467733e-01,7.965168433652627944e-02,7.054571871547976603e-02,1.270979609971222002e-01,-5.273379447225370886e-02,-4.508954889122217952e-02,-2.830665453742196164e-03,-6.718855233953056894e-02,-3.333012560642573813e-02,-5.413038738123091692e-02,-2.329501357531469155e-03,-3.952102073772089438e-04,9.246066038317072005e-05,3.826377548534720414e-03,1.200613200295932081e-03,3.933862918716933901e-03
1.278604634020228947e-01,6.723330782422747010e-02,6.602755767127971298e-02,1.543699843703530417e-01,7.240727796410656447e-02,3.476296567724011799e-02,3.672160207592520265e-02,6.501427467889639433e-02,7.747935372486330907e-02,2.855306934961718973e-02,3.407234821874422642e-02,6.732388060566955879e-02,1.377498789757305164e-01,7.835677754508349468e-02,7.060714393294513502e-02,1.283925784929951519e-01,-5.272082980739938723e-02,-4.511668575795040742e-02,-2.529532878144674299e-03,-6.713319487517829809e-02,-3.320082547616686613e-02,-5.410875556540391956e-02,-2.075356381321875974e-03,-1.205296911012383547e-04,2.061663326905904944e-04,4.253271516880765060e-03,1.351668292304862269e-03,4.262139781090444786e-03
1.276668256066855467e-01,6.705630873279176674e-02,6.574038582734201275e-02,1.543031125530140435e-01,7.219732957526923955e-02,3.493886832859414981e-02,3.736440419245282141e-02,6.568462638219584038e-02,7.741083769643673784e-02,2.856556374838618156e-02,3.420841959717924041e-02,6.749123240493194731e-02,1.374972157859564725e-01,7.962448766873994610e-02,7.036284382996003950e-02,1.275497307718785611e-01,-5.270647827084357084e-02,-4.505033951669785292e-02,-2.486668494684032490e-03,-6.713047079106862491e-02,-3.316144530318868716e-02,-5.392238829404611550e-02,-2.201451008000015249e-03,-3.277054817080141558e-04,5.295236347594001717e-06,4.137086126608751149e-03,1.205805600204097475e-03,3.976567495261854393e-03
1.283079779163397993e-01,6.739588930512875609e-02,6.611982214728324980e-02,1.526509707698340546e-01,7.156322574403864434e-02,3.494814558423734591e-02,3.828201473536525096e-02,6.531509511080409169e-02,7.829994064942122356e-02,2.842410853849566821e-02,3.414916659801876114e-02,6.711998289262162409e-02,1.362977677785256470e-01,7.934033774658355576e-02,6.944219519789002204e-02,1.279745910012270171e-01,-5.245326672212977104e-02,-4.479789675786552405e-02,-2.208729897360442018e-03,-6.633130940846458656e-02,-3.289141431540960198e-02,-5.356700261150005443e-02,-2.032423839136371715e-03,-3.428137199874775414e-04,-1.610230205729519111e-05,3.999870077469338224e-03,1.076180909401747631e-03,3.933676871225393577e-03
1.278156958352067996e-01,6.694262461791844476e-02,6.574979648159717804e-02,1.536695521852399493e-01,7.186373418497410404e-02,3.485277373195455608e-02,3.750473582107812648e-02,6.559445142198323808e-02,7.774465429893015478e-02,2.845588609856652962e-02,3.418700919075198796e-02,6.740865979676025077e-02,1.367535848008512855e-01,7.956995874939386260e-02,7.034911985373826226e-02,1.279821369705074485e-01,-5.255062566257759360e-02,-4.488754224896568390e-02,-2.471010620907483895e-03,-6.672993521078238177e-02,-3.305245385953602122e-02,-5.378365575566875639e-02,-2.111989845080231801e-03,-3.523906442935134035e-04,2.538611211836757525e-04,4.009876045583208107e-03,1.257123676881249583e-03,3.974368964711318467e-03
1.286797673142813514e-01,6.697626579823302839e-02,6.602009365901084781e-02,1.530372853348138662e-01,7.211085491579026507e-02,3.459353421613637486e-02,3.704199813333534930e-02,6.598140461291515657e-02,7.797500890258059203e-02,2.837565180789968639e-02,3.380869928105227629e-02,6.682150961385024956e-02,1.359533079802719979e-01,7.978234005590806310e-02,7.011007853198432394e-02,1.277567572145697772e-01,-5.248905744506609378e-02,-4.473119864479424557e-02,-2.041855463480042945e-03,-6.636784157941354179e-02,-3.282752937904927920e-02,-5.355451958708454946e-02,-1.958224635952745488e-03,-3.031251772249724994e-04,1.569039385161533952e-04,3.939871537648050384e-03,1.157033785431961026e-03,3.994985277836098254e-03
1.297552633242336773e-01,0.000000000000000000e+00,6.616603717397627482e-02,2.214440001617112019e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.828039549327800439e-02,0.000000000000000000e+00,3.387223668191502446e-02,9.567108114686125042e-02,2.093352193554478269e-01,0.000000000000000000e+00,1.077854394661629939e-01,3.098308492804840442e-01,-5.041327782394498108e-02,-3.888853538125176118e-02,2.154014974834189168e-03,-9.003744860929009663e-02,-3.726716303148051856e-02,-5.151106587497910477e-02,5.308965511758805380e-04,7.751847830693146292e-04,-2.228644991068520764e-03,9.049754588056397112e-03,3.411686941936895381e-03,2.284075788871936519e-03
1.281745840216259313e-01,6.729832925023111756e-02,6.615444829980225705e-02,1.544729517771998573e-01,7.248392289217527040e-02,3.453431059866169522e-02,3.747571875690733356e-02,6.536462573879185667e-02,7.802902197568277465e-02,2.878767058579291549e-02,3.449618123364740080e-02,6.713491768588412956e-02,1.374073374072302955e-01,7.923826755185042758e-02,7.032144319065024296e-02,1.267093269946480139e-01,-5.273257657028248419e-02,-4.512358752453718425e-02,-2.815313946755604747e-03,-6.703734740165842587e-02,-3.323265588445065144e-02,-5.403255934250225656e-02,-2.229793703848882268e-03,-3.430456467866589460e-04,2.481487707446410258e-04,3.966443514146013143e-03,1.232810328417027496e-03,4.016419446733018005e-03
