1.077683225622376034e-01,1.264814974162956907e-01,2.289782479722110228e-02,3.894821698685724254e-02,1.601858645145512461e-02,3.874441817704228630e-02,3.206449129322252664e-03,2.993591630624306554e-03,5.719979167138425531e-03,1.626321867711328847e-02,9.832204886664704102e-03,1.264917008219922610e-02,1.790720318833359873e-02,3.451008808677340136e-03,1.321528045107673958e-02,1.055229727587690333e-02,3.007178279477366704e-03,2.074237785547363745e-03,1.019003278926106483e-03,1.689280991286389814e-03,4.017137370699806406e-03,1.689280991286389814e-03,4.592308110360319648e-03,1.476422528577380888e-03,5.058785166935381855e-03,2.038006557852212858e-04,1.032589989311787863e-03,2.092353399394938484e-03,3.491784569120124672e-03,3.287983913334903766e-03,7.699135885219469955e-04,1.064292313545044414e-03,8.876650785311859413e-04,2.160286951323345164e-03,4.483614427274868180e-04,9.827720512309559217e-04,3.577833734896106849e-04,1.567000597815256750e-03,7.336823608267966507e-04,1.834205902066992060e-03,1.571529501277150759e-03,6.159308708175577048e-04,5.683773844676727471e-03,2.921142732921505007e-03,1.263564065868371961e-03
1.077834339288045173e-01,1.260751562943058790e-01,2.280614104970361128e-02,3.895110182918046920e-02,1.596932161889673060e-02,3.851001008209708337e-02,3.222684820524361095e-03,3.078654214020479403e-03,5.675706087543603423e-03,1.617643749296725567e-02,9.942612805221110253e-03,1.265668954652863533e-02,1.810284685495668067e-02,3.384719252841228865e-03,1.323281197254416383e-02,1.068076966355350349e-02,2.979633172049060523e-03,2.110958077902904632e-03,9.947158533401747466e-04,1.804891661490543638e-03,3.924851692817341725e-03,1.719373103963559935e-03,4.717023594119924140e-03,1.422308640975091529e-03,4.982581220124767188e-03,2.025439520375921687e-04,9.677099930684960076e-04,2.092954171055119023e-03,3.510761835318264041e-03,3.429744254503227282e-03,8.101758081503686749e-04,1.111741247850783591e-03,8.731894821176194995e-04,2.052445380647600643e-03,4.140898574990773046e-04,9.767119464923887037e-04,3.870839972273984030e-04,1.570840872469325949e-03,7.381601807592246120e-04,1.890410219017526908e-03,1.552836965621539906e-03,6.121328328247229627e-04,5.869273632378225677e-03,2.853619235374076080e-03,1.251271525921124773e-03
1.084170529192523963e-01,1.258040938991006885e-01,2.270302661624576043e-02,3.925494148303507180e-02,1.586177466655771043e-02,3.847864970628024628e-02,3.109720942268143998e-03,3.000767215823712739e-03,5.724610376934496404e-03,1.633397948946099451e-02,9.951107015258061142e-03,1.247066193928553571e-02,1.801822251074782638e-02,3.427502644397735498e-03,1.347848390889652345e-02,1.050949486328577216e-02,3.059783817647780159e-03,2.129147070039404902e-03,9.942072672465454130e-04,1.684250667344604040e-03,3.994988105830865437e-03,1.706949463400461156e-03,4.757667653307668526e-03,1.479961502841889128e-03,4.971036336232726414e-03,1.861301276580290130e-04,9.760482304018593515e-04,2.115527792405890763e-03,3.513773629446693535e-03,3.291325428099293755e-03,8.216964172220307021e-04,1.243894023860974340e-03,8.625542501225734460e-04,2.115527792405890763e-03,4.312771250612867230e-04,9.851277488242024365e-04,3.722602553160580261e-04,1.566216927854146646e-03,7.399807514209446723e-04,1.847681998946776099e-03,1.552597650220632289e-03,5.810891790299442094e-04,5.701937569231327677e-03,2.837349506982149699e-03,1.289291615972688789e-03
1.079105663375326263e-01,1.249755986834638344e-01,2.289864941550334709e-02,3.935099013047385630e-02,1.578034629597683050e-02,3.845664944569036903e-02,3.196034012339233742e-03,3.141556159856178417e-03,5.620298447835186603e-03,1.647501055508391807e-02,1.000576557272112380e-02,1.245272911341834855e-02,1.794137275108615218e-02,3.477502916835018432e-03,1.344241010019384813e-02,1.056416356067243871e-02,2.882786360561666490e-03,1.915813176436406001e-03,9.760659548194958483e-04,1.797777293528001570e-03,4.054078593738649414e-03,1.675201568969274333e-03,4.617018958378731920e-03,1.420970436551173164e-03,4.989285973705237520e-03,2.133725575651920715e-04,9.579065882182030006e-04,2.088327159148688651e-03,3.568315537154064139e-03,3.354942979588871905e-03,7.763129222052734396e-04,1.026004212973051586e-03,9.397472216169100445e-04,1.906733493135759523e-03,4.358247984310307296e-04,9.987651630711119350e-04,3.722670153265054374e-04,1.543546161109900401e-03,7.717730805549502006e-04,1.843175710031233960e-03,1.539006319459577162e-03,5.856395728916975090e-04,5.692961429505339135e-03,2.882799447955255480e-03,1.248456453838890081e-03
1.078397196971728339e-01,1.258636562715076124e-01,2.289527078361443951e-02,3.918536626787095384e-02,1.601737599270637233e-02,3.843008263428630139e-02,3.190975884445556698e-03,2.936234112157886083e-03,5.693702068324424381e-03,1.637051073490766728e-02,9.872360964622175702e-03,1.266558215198698364e-02,1.806432006292568726e-02,3.436779348933659793e-03,1.340299254545129597e-02,1.039972112479665284e-02,3.132876883748368906e-03,2.064758329422806179e-03,9.653415566132600260e-04,1.702755245692833506e-03,4.008848964268955234e-03,1.689347724073205154e-03,4.688163392996804769e-03,1.501642421398404316e-03,4.960782999262585390e-03,2.323970414068959693e-04,9.966257737257266155e-04,2.140734285267368361e-03,3.535116533708743906e-03,3.289311970682219557e-03,8.089204710509262115e-04,1.184331076400527453e-03,9.072422962615359727e-04,2.122857589774530124e-03,4.201023440816964547e-04,9.966257737257266155e-04,4.111639963352774446e-04,1.555272507876919027e-03,7.508212106992022666e-04,1.850237983508748419e-03,1.479296552032356845e-03,5.809926035172398827e-04,5.729480905454626544e-03,2.828987061741636798e-03,1.237961162879041514e-03
1.079901248240695832e-01,1.265545326596063669e-01,2.281903970835928719e-02,3.859181187241583072e-02,1.631257383343177880e-02,3.868871825162433636e-02,3.276373654264131113e-03,3.147164552405827282e-03,5.874399523772167765e-03,1.604038707355228202e-02,9.852194016695662096e-03,1.275478419772684349e-02,1.770164695458761525e-02,3.382509702219166185e-03,1.305934850924998780e-02,1.033211353788364775e-02,3.197925270993018289e-03,2.048896641470775506e-03,1.070594641489233927e-03,1.804321141475390437e-03,3.908593367850781222e-03,1.587433433932312682e-03,4.466963848972320406e-03,1.532057849027696752e-03,5.085324547073860613e-03,2.076584433923083254e-04,9.644581037553877053e-04,2.035052745244621090e-03,3.327149726352317434e-03,3.294847301824625676e-03,7.567996603630791630e-04,1.010604424509233554e-03,8.952386226246181189e-04,2.058125905621544828e-03,3.922437264076935096e-04,1.107511698092310780e-03,4.107022547092319901e-04,1.532057849027696752e-03,7.429557641369253975e-04,1.868925990530775254e-03,1.481296896198465917e-03,5.722143773476940330e-04,5.537558490461555634e-03,2.856457254663085071e-03,1.195189707524619118e-03
1.077876295267599649e-01,1.262106968628707859e-01,2.282964782964783113e-02,3.918758318014092107e-02,1.599729372437829270e-02,3.858223205423233493e-02,3.115791722676731958e-03,3.031220233061220765e-03,5.684094328368838843e-03,1.636680880611763450e-02,9.859255236755661012e-03,1.266791891819711406e-02,1.791580240539120822e-02,3.449626550106382229e-03,1.327772386963527174e-02,1.034442851928675002e-02,3.209265474357034329e-03,2.051980539568505017e-03,9.748020350661664238e-04,1.753753432950089231e-03,4.019389213081041475e-03,1.633572360133712367e-03,4.540173861952007811e-03,1.442172873796519978e-03,4.963033192231851472e-03,2.181063914074984011e-04,1.001508940136472273e-03,2.114296651399219171e-03,3.525311469280382505e-03,3.231535513507016646e-03,8.323652080245347220e-04,1.250773387459327588e-03,9.035836215453503560e-04,2.163259310694780075e-03,3.872501235194360063e-04,1.010411241826574295e-03,4.095058777446908987e-04,1.557902795767845830e-03,7.255375877433109999e-04,1.802716092245649918e-03,1.508940136472284709e-03,5.786496098566283955e-04,5.603998913919193588e-03,2.822029635762326235e-03,1.259675689149429611e-03
1.074659729559357541e-01,1.267102307535225569e-01,2.279123864655379153e-02,3.892373735355875858e-02,1.601697586355383188e-02,3.897256959704519658e-02,3.147474030009766305e-03,2.938826245227736840e-03,5.784426884489034595e-03,1.607475805735594440e-02,9.837521086744207416e-03,1.278966527568143469e-02,1.779277279588031488e-02,3.409393589629760961e-03,1.306934209358075194e-02,1.048122169936961667e-02,2.969901447216549435e-03,2.059851104728335075e-03,1.016607549531871931e-03,1.686947025424067421e-03,3.942128838359399735e-03,1.700265028256362377e-03,4.501484957315800457e-03,1.567084999933410000e-03,5.256171784479199069e-03,1.908913739295655602e-04,9.855322095898499338e-04,2.059851104728335075e-03,3.440484065009611139e-03,3.413848059345020794e-03,7.635654957182621324e-04,1.171984249241983652e-03,9.189421954283736368e-04,2.099805113225220593e-03,4.261760906334486156e-04,9.233815297058050719e-04,3.773434135816993058e-04,1.549327662823682741e-03,7.191721529439445287e-04,1.842323725134178709e-03,1.536009659991387569e-03,5.904314588984235865e-04,5.593561189564012423e-03,2.854491940388619205e-03,1.256331600513186774e-03
7.640602588887206170e-02,6.251726073283503382e-02,0.000000000000000000e+00,4.186247477694580305e-02,1.198234274845543651e-02,1.928756286275539952e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.991162426056588802e-03,1.157258926662390469e-02,1.296682346233340478e-02,6.298553203620554583e-03,1.191112536526263248e-02,0.000000000000000000e+00,2.890474663245670359e-02,1.229866010975696686e-02,0.000000000000000000e+00,3.269560569277712124e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.788525356912180439e-03,1.781776876990578788e-03,4.547985478518452342e-03,1.679324706563620380e-03,3.670460366600591853e-03,0.000000000000000000e+00,7.394374039510902578e-04,2.512305396556716117e-03,4.080269048308425919e-03,4.271810062584912963e-03,0.000000000000000000e+00,1.011158377692153443e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.494487627786810260e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.701686006369852643e-03,3.300741664625047537e-03,0.000000000000000000e+00
1.077117793392397133e-01,1.260070702221446348e-01,2.306550866320429202e-02,3.928354769583945749e-02,1.593861972949735598e-02,3.852851450492953550e-02,3.207813972975803989e-03,3.011417199120142423e-03,5.717328305575922025e-03,1.652787961314199430e-02,9.876575538563596782e-03,1.259994413602876819e-02,1.812960441325372693e-02,3.421668237840857357e-03,1.328951503089975845e-02,1.050504521490171206e-02,3.142348381690583756e-03,2.029442187084019075e-03,1.021267681242280434e-03,1.767578679073177582e-03,3.971596538164423595e-03,1.671562059469202700e-03,4.477865986985383323e-03,1.470800036660891092e-03,5.014686178407608101e-03,2.225839818092149489e-04,1.012538897641919022e-03,2.121094414887813358e-03,3.456598305743103106e-03,3.316937768137321382e-03,7.724973486319814927e-04,1.265673622052398885e-03,9.296154534384860413e-04,2.094908064086729339e-03,3.840664784159003391e-04,9.339798452386668557e-04,4.364391800180685401e-04,1.527537130063239944e-03,7.157602552296324231e-04,1.824315772475526435e-03,1.523172738263059130e-03,5.935572848245733056e-04,5.730446433637240850e-03,2.784481968515277635e-03,1.230758487650953454e-03
